RawText,Polarity,ReviewScore
배송이 느린편이네요. 흡입력이 좋아 카펫 먼지도 싸악 싸악~ 속이 시원~~가벼움에 반했어요. 너무 가볍습니다. 디자인은 단순해서 질리지 않아 좋네요.,긍정,5
배송은 너무 느립니다. 대략 8일? 상품 가격이 많이 저렴해서 짱이예요. ^^ 연결 마디가 탄탄함이 부족해 보여 좀 아쉬워요.,긍정,3
조립하는게 쉽지가 않아서 힘들었어요. 청소기 소음은 조용해서 부모님께서 좋아사셔서 만족해요. 가격이 저렴해서 제일 좋네요. ㅋㅋ,무반응,4
가벼워서 무게감 하나도 안느껴져요. ㅋㅋ 먼지통도 한번에 쏘옥 비워주니 신세계예요. 편리합니다. ^^,긍정,5
"생각외로 소음 적어서 조용한건 최고!  작은 먼지까지 싹싹 흡입해서 깨끗한건 안비밀~~매우 좋아요 ㅎㅎ OOO보다 나은것 같아요,이모델로 선택한건 만족해요!!ㅎㅎ",긍정,5
"생각한것보다 정말 진짜 조용해서 밤늦은 청소도 마음이 가벼워요^^  예전 청소기는 무거워서 잘 안썼는데, 이번엔 청소기가 가벼워서 청소하는게 간편해서 행복해요 화이트라서 예쁘고 깔끔하니  어디 둬도 어울려서 맘에 들어요!!",긍정,5
생각한것처럼 깨끗해서 예쁜 디자인은 굿!!  다만 생각보다 무거워서 손목은 아파요ㅜㅜ 무게 무거운것만 아쉽네요.,무반응,5
생각보다 가벼워서 잘 밀려서 부담이 없어요~먼지 흡입력이 엄청 쎄서 놀랐네요^0^ 가성비 완전 좋고! 타사제품와 고민했지만  OOO잘 선택 했어요.,긍정,5
무선의 자유~ 청소도 간편하게 할수있어 매우 편합니다. 배터리 충전 빠릅니다. 굿!!! 작동도 버튼 한번 누르면 먼지도 싹 비워주니 기술의 발전이네요.,긍정,5
무거우면 쓰기 싫은데 가벼워서 너무 좋습니다. 쇼파밑 작은 먼지도 멍멍이 털도 잘 흡입해서 좋아요. 이뻐서 자랑스레 꺼내놓고 싶은 디자인이라 좋네요.,긍정,5
착한 가격으로 잘 구매했어요. ^^ 색상은 좀 화사함이 없어서 그럭저럭 만족합니다.,긍정,5
월요일에 구매하고 수요일 배송받았어요. 제품은 약간 무거운게 손목에 무리가 되서 별로~  쓱쓱 흡입이 잘되서  마음에 들어요^^,무반응,5
기존 제품보다 디자인 이뻐요. 실루엣 마저도 아름답네요. 먼지를 강하게 흡입하고 공기는 순환시킨다더니 역시나~ 확실히 성능 짱~,긍정,5
우리집 냥냥이 털을 잘 청소해줘서 땡큐~ 너무 맘에 들어요. 색상은 원하는색이 품절이라 다른색 샀는데 쪼~금 아쉽습니다.,긍정,5
일단 작은 먼지도 청소잘되는 흡입력은 최고! 집 전체를 청소해도 든든한 배터리 용량은 굿^^ 근데 청소 마치고 전원을 끄면  쬐금씩 먼지들을 뱉아서 불편해요;; 비싼 가격이 부담스러웠지만  OOO제품 이라서 믿음을 갖고 샀는데 실망이 크네요ㅜㅜ,무반응,2
배터리 불량 아니겠죠? 배터리 소모가 빨라서 별로예요. 색상은 하얀색이라 울집 인테리어에 딱 좋네요.,무반응,4
장점이라면 먼지통을 자동으로 비워주는건 정말 좋아요^^ 단점은 무거워서 벽이나 높은곳 청소를 맘껏 하긴 어려워요ㅠㅠ,무반응,3
무거운거 싫어서 가벼운거 골랐어요. 무게감 만족이예요. 자동 먼지비움 손에 안묻고 주변에 안날리고 이런 기능 칭찬해줘야합니다. ^^ 디자인도 깔 맞춤인듯 울집에 잘 어울려요.,긍정,5
우아하고 중후한 디자인 굿~!  흡입력 짱짱한 훌륭한 성능은 별5개 쾅! *^^*   갑자기 택배로 받아서  별하나 빼요;;,긍정,4
배송 아주 빨라서 좋네요. 디자인 군더더기 없이 깔끔해서 만족스러워요. 컬러도 은은해서 집과 자연스럽게 어울려요. 청소할때 지긋지긋한 머리카락 엉킹없이 싸악~ 아후~ 넘 좋아요.,긍정,5
"지금껏 사용한 청소기중엔 최고에요~ 간결하도 깔금한 디자인이 맘에들고:)  가격은 어찌나 착한지 만족 만족!!!  과자 부스러기도 싹싹 흡입하는 힘 좋고 , 배터리가 오래가니까 청소중에 끊길 염려없어서 좋네요^^  튼튼해서 오래오래 잘 쓰고 있어요! 감사해요!",긍정,5
횡재한듯~ 저렴하게 잘 샀어요. 이제 청소도 쉽게 편리하게 할수 있어요. ^^ 선 없는게 이리 편할줄이야~ 물걸레는 따로 구매하는걸 뒤에 알았네요. 아쉬워요.,무반응,5
배송은 엄청 빨라요. 카펫 먼지를 정말 잘 흡입해서 굿~~~~ 오래 잘 쓰고 싶네요. 스테이션 일체형이라서 한번에 두가지를 해결 너무 편리합니다.,긍정,5
충전할때 거치대에서 하는건  편하고~ 소음은 기존에 사용하던 것보다 훨씬 적어서 엄지척!  잘 쓸께요!!,긍정,4
하루만에  배송왔어요.   작동해보니 밀가루청소도 흡입력이 좋아서 잘되니 만족!!  다른 브러쉬도 없는 기본 구성이라서 아쉽지만;; 가격은 합리적인건  최고!  배송이  일반택배 배송이고 설치가 셀프라서 살짝 불편해요ㅜㅜ,무반응,5
행사할때 샀는데 득템한것 같아 좋아요. 먼지통 비울때 주변에 떨어지던 먼지 싫었는데 한번에 해결해주니 넘 편리하네요. 디자인도 타 제품보다 훨씬 세련된거 같아 좋아요.,긍정,5
손잡이 부분이 무거워요. 청소할때 무게감이 삼하게 느껴져 아쉬워요. 나홀로 쉽게 조립이 가능해서 좋네요. 취향저격 디자인 내 맘에 쏙들어요. ^^ 소음은 기존에 나온 제품중 제일 조용한거 같아요. 굿~~~~ 믿음가는 OOO제품 그냥 삽니다. :),긍정,5
화이트는 깔끔하고 밝아서  집안 어디에나  잘 어울려요^^ 소음은 덜해서 남편이 자고 있어도 맘 가볍게 청소해요~ 가벼워서 한손으로 계속 청소 해도 부담없어서 참 좋아요!! 고민을 거듭하고  구입했는데 매우 만족해요~,긍정,5
"자동 코스기능으로 세척을 하면 제일 잘 되고 뽀득뽀득,  따끈따끈하게 정말 잘돼요.세제를 통에 안넣고 바닥으로 던져도 돼서 완전 편합니다^^ ~~ ㅎㅎ  잠금장치 기능 있어 아이들이 문 열려고 해도 안 열려 안전해요.^^ 근데 비사용중에는 잠금기능이 없어  코드를 뽑아야 해요ㅠㅠ  문도 허벅지로 닫으면 힘도 덜 주고 닫으니 더 편해요",긍정,5
카드할인이 되서 저렴하게 잘 구매했어요. 소음이 거의 없는편이라 너무 만족스러워요. 그리고 설거지에서 해방되서 허리도 손도 안아파서 너무 좋아요.,긍정,5
시간단축에 짱입니다. 1시간 설거지 걸릴게 20분만에 끝나서 너무 좋아요! 그리고 그릇도 깔끔하게 잘 씻겨서 좋아요. 다만 문을 열어놓고 자연건조 시켜야하는 조작에 있어 번거로움이 있어 아쉬워요.,무반응,5
사용해봤는데 수저는 꼭 엎어서 씻겨야하는 번거로움이 있어요. 안그럼 물 자국이 그대로 남아서 불편해요. 그리고 불림기능을 사용해야지 그릇들이 깨끗하게 잔여물 없이 세척되서 아쉬워요.,부정,5
컬러도 화이트톤이라 깔끔해서 좋아요. 식기세척기 사용해봤는데 식기가 기름떼가 깔끔하게 지워져서 너무 좋아요 신세계입니다.,긍정,5
제일 좋은게 세척 후 자동문열림으로 건조기능까지 아주 훌륭해서 맘에 들어요. 컬러도 굉장히 예뻐서 맘에 들구요. 가격도 합리적이라 저렴하게 잘 사서 너무 좋아요!,긍정,5
제일 좋은게 세척 끝나면 자동으로 문열림 기능이 있어 바로 그릇을 꺼내서 정리할 수 있어 좋아요. 그리고 소음이 정말 거의 없어서 너무 좋습니다.,긍정,5
"신모델이라  편의성 있게 디자인이 잘 나왔습니다.  그릇들도 깨끗하게 잘 세척되고, 자동 문열림 기능있어 아주 좋습니다..  아쉬운 점이 있다면 소음은 전모델과 비슷한 수준이고 신상품이라고 조용하지 않아요. 사은품으로 주신 선풍기는 완전 별로네요 .",무반응,5
"역시 손으로 하는거보다 훨씬 편하고 몸이 쉴수있어 좋아요! 그리고 적은양일때는 상,하를 따로 반씩만 돌릴 수 있어 좋아요.",긍정,5
컬러가 블랙이라 굉장히 심플해서 좋아요. 그리고 문여는 손잡이 부분이 편하게 열수 있게 디자인되서 좋아요. 저렴한 가격에 제품 구매해서 너무 만족스러워요.,긍정,5
시간을 10초단위로 조정해서 데우기가 가능하고 출력모드를 조절 할수 있어 너무 좋아요. 그리고 소음이 정말 없어요 작동소리가 거의 안들리는 편입니다.,긍정,5
"터치식으로 디자인되어 너무 깔끔하고 좋아요. 가열,해동은 잘 되서 너무 좋아요. 무게도 굉장히 가벼워져서 좋아요",긍정,5
새로 바꿨는데 외관 크기가  작아서 좋아요. 근데 회전판은 왜 이렇게  큰 줄 모르겠어요. 그리고 소리가 좀 크네요 바람소리도 나고 전혀 조용하진 않습니다.  하지만 음식 데워지는 속도가  정말 빨라 좋아요,무반응,4
출력이 높아 확실히 음식 데울때 시간이 절약되서 제일 좋아요. 디자인도 깔끔하니 마음에 들어요. 5분 미사용시 자동으로 전원이 꺼져서 전기세 절약도 되서 좋아요.,긍정,5
000 언제나 믿고 사는 제품입니다. 이번에는 고장이 나서 급히 구매하게 됐어요. 가격대비 성능은 엄청 마음에 쏙~ 듭니다. 터치식은 조금 불편해서 아쉬운점 있어요,무반응,5
"역시 가전은 000라고 하더니 정말 그렇네요~ 저렴한 가격으로 잘 구매해서 만족합니다.  디자인도 깔끔해서 맘에 들고,, 예전거와 다르게 소음은 거의 없어요~~ 아기있는 집 추천해드려요~~",긍정,5
"000거에서 000로 갈아 탔어요. 외형상 작아 보였는데 내부안은 작지 않아요. 사이즈 딱 입니다. 우선 소음도 적어 마음에 들구요,  출력이 쎄서 같은 시간을 돌려도 뜨겁게 잘 데워지니 만족해요. 빠르게 조리가 잘 되니 저녁하는 시간이 즐거워요",긍정,5
"가전은 언제나 000를 믿고 구매합니다.  최신형이라 더 만족합니다. 근데 요즘 나오는건 사용법이 어렵네요.  설명서를 계속 봐야해요 ㅠㅠ 그래도 성능은 좋아 데움기능도 잘되니 좋고, 터치기능도 마음에 듭니다.  고장없이 오래 썼으면 좋겠어요~~",긍정,4
20년 쓰던 렌지에서 새로 구매했어요. 최신형으로 나온걸로 사서 마음에 들어요. 인버터 방식에 요리가 빠르게 조리 되니 좋아요.  터치 방식인것도 마음에 듭니다.  전자레인지 상판에 덮개를 했다가 위로 열 발산이 많이되서 얼른 치웠어요.  소비전력이 더 많이 들거나 고장의 원인이 될수도 있을것 같으네요.,긍정,5
디자인이 깔끔해서 좋아요. 출력세기가 높아 조리가 엄청 빠르게 잘되네요!  폐가전 수거까지 해주셔서 너무 감사해요,긍정,5
디자인이 단순해서 마음에 들어요. 그리고 블랙이라 깔끔하고 떼 안타서 좋아요. 간단한 조작설명 같은건 문 열면 위에 적혀 있어 사용하기 편리합니다.,긍정,5
디자인이 깔끔하고 예뻐서 좋아요. 작동시에 안에가 잘 보이지 않아 음식이 됐는지 안됐는지 확인이 안되 아쉬워요.,무반응,1
오프라인보다 싼값에 구매해서 너무 만족스럽습니다. 디자인도 세련되서 너무 좋구요.,긍정,5
출력이 1000W까지 가능해서 화력도 좋아 음식은 금방 데울 수 있어 좋아요. 디자인도 깔끔하니 선물해드렸는데 마음에 들어하시네요.,긍정,5
소음이 굉장히 작다고 해서 구매했는데 정말 거의 소리가 안들려요 너무 좋아요. 디자인은 굉장히 예쁩니다. 근데 생각보다 사이즈는 커서 공간차지 많이해서 아쉬워요. 그리고 기본기능은 적혀있지 않아 메뉴얼을 찾아보고 해야해서 번거롭네요.,무반응,4
제품 받아보자마자 요거트 만들어봤는데 너무 잘되서 만족스러워요. 5분밖에 가열안했는데도 전자레인지 옆에 발열이 나 내구성이 좀 걱정됩니다.,무반응,5
디자인은 심플해서 마음에 듭니다. 가격대비 제품 저렴하게 구매해서 너무 좋아요. 그리고 가열 출력모드가 조절가능해서 너무 좋네요. 성능 최고예요.,긍정,5
디자인 깔끔해서 일단 좋습니다. 그리고 그 전에도 이 브랜드 썼어서 믿고 샀는데 만족스러워요.,긍정,5
할인을 받았는데도 전자레인지 치고는 비싸게 주고 사서 좀 아쉬워요. 용량이 22L인데 제법 커서 좋아요.  그리고 10초단위로 추가해서 사용할 수 있어서 좋아요.,무반응,5
짧은시간에 금방 데워져서 조리시간이 단축되 좋아요. 새제품 냄새가 나서 환기를 시켰는데도 계속 냄새가 나네요 품질에 문제가 있는건 아닌지 모르겠어요ㅠ,무반응,5
할인으로 저렴하게 사서 만족스럽구요. 조작법도 쉬워서 금방 익혀서 사용해보니 너무 좋아요.,긍정,4
역시 가전은 이 브랜드라 믿고 구매했는데 역시나 너무 좋아요. 그리고 출력이 높으니 역시 가열 시간이 단축되서 너무 좋아요. 그리고 터치버튼이 조작하기 쉽게 되어있어 간편하고 쉽게 사용할 수 있어 좋구요. 디자인도 깔끔하니 주방이랑 잘 어울려서 좋아요.,긍정,5
가전은 이 브랜드라고 그래서 믿고 샀는데 역시나 만족스럽습니다 최고예요. 다만 내부용량이 생각한거보다 좀 작아서 아쉬워요.,무반응,5
디자인이 고급스러워서 너무 좋아요. 가전은 이 브랜드라고 해서 믿고 샀는데 최곱니다 너무 만족스러워요.,긍정,5
디자인 깔끔하고 심플해서 마음에 들어요. 다만 내부 공간이 큰 전자레인지가 아니라서 좀 아쉽습니다.,무반응,5
컬러도 깔끔하니 주방이랑 잘 어울려서 좋아요. 조금 작동시에 소음이 있는 편이라 시끄러워서 아쉽습니다.,무반응,5
디자인도 심플하고 깔끔해서 좋습니다. 제품 받아봤는데 내구성도 튼튼해서 좋네요.,긍정,5
기계음이 일단 시끄러운 음이 아니라 멜로디가 나와서 좋네요. 문도 확제껴지지않고 스무스하게 딱 열려서 너무 좋아요.,긍정,5
용량이 넉넉해서 너무 좋아요. 그리고 가열도 금방되서 30초만에 물이 뜨거워지네요 만족스럽습니다.,긍정,5
소음이 굉장히 조용해서 만족스럽고 기계음이 멜로디라 너무 좋네요. 다만 내부용량이 너무 작아서 그게 좀 아쉽습니다.,무반응,5
합리적인 가격에 제품 구매해서 너무 만족스러워요. 생각보다 용량은 작아서 좀 아쉽습니다.,무반응,5
"사용시에 작동음,터치음 대체적으로 소리가 다소 커서 아쉬워요. 디자인은 무난하니 깔끔해서 좋네요.",무반응,4
23L라 용량 넉넉해서 좋아요. 세기조절도 가능해서 다양하게 조리할 수 있어 만족스럽네요. 거기다 디자인도 깔끔해서 좋구요. 컬러도 블랙이라 떼 안타고 너무 좋네요. 내부 제품구성에서 받침부분이 육각이라 미끄러지지않고 안정감 있게 사용할 수 있어 좋습니다. 조리 끝나고 나오는 기계음이 멜로디가 나오고 크지 않아 좋아요.,긍정,5
터치식도 좋지만 다이얼도 같이 있었으면 좋았겠다 라는 생각을 했어요. 조작하기가 생각보다 어렵습니다. 디자인은 예뻐서 맘에 들구요. 쿠폰 적용해서 저렴하게 구매해서 만족합니다.,무반응,5
사이즈가 생각보다 작아서 공간차지 안해서 좋네요. 그러다보니 내부용량도 적어서 큰 그릇은 들어가지 않아 아쉬워요.,무반응,5
출력모드가 1000W에 세기까지 조절가능해서 너무 좋아요. 그리고 컬러가 블랙이라 더 고급스럽고 깔끔해서 좋구요. 디자인도 세련되서 맘에 드네요^^,긍정,5
"쿠폰에 카드할인으로 저렴하게 사서 너무 만족스럽구요. 가열,해동 모드 기본 기능 훌륭해서 너무 좋아요.",긍정,5
디자인도 고급스러워서 좋구요. 사용법도 쉽고 간단해서 너무 편리해요. 용량도 넉넉하니 마음에 듭니다.,긍정,5
블랙으로 샀는데 너무 깔끔하고 고급스러워 좋아요. 그리고 안의 내부가 평상시엔 안보이다 작동시에만 보이는것도 깔끔해서 좋네요.,긍정,5
컬러가 블랙이라 떼 안타서 너무 좋아요. 그리고 터치식이라 작동하기가 굉장히 쉬워서 좋구요. 23L의 용량도 넉넉하니 혼자쓰기엔 너무 좋아요.,긍정,5
내부 공간은 생각보다 넉넉해서 좋아요. 음식 조리후에 작동을 5분동안 안하면 절전모드로 되서 너무 좋아요.,긍정,5
이 브랜드 전자레인지는 품질에 대해서 논할 필요가 없을 정도로 만족스러워요. 마감도 깔끔하고 최곱니다. 디자인도 깔끔하니 너무 예쁘고요. 온라인에서 제일 저렴한 곳에서 구매했는데 만족스러워요.,긍정,5
무게가 굉장히 가벼워서 좋아요. 사이즈도 아담해서 공간차지 안해서 좋아요. 내부용량은 넉넉해서 큰그릇들도 잘 들어가 좋습니다. 거기다 출력이 1000W까지 가능해서 조리시간이 단축되서 좋아요.,긍정,5
가전은 이 브랜드라고해서 샀는데 만족스러워요. 다만 음식을 넣고 설정을 하면 매번 작동시간이 다르게 되는지 모르겠네요 사용법이 너무 어려워요ㅠ,무반응,3
검정색이 고급스러워서 샀는데 역시나 만족스럽습니다. 디자인도 특이해서 너무 예뻐요.,긍정,5
디자인이 깔끔하고 심플해서 넘 만족스럽구요. 가열 출력모드 다 사용해봤는데 성능 훌륭합니다 너무 만족스러워요.,긍정,5
컬러가 일단 깔끔한 블랙이라 너무 마음에 들구요. 알림음 기계음도 멜로디로 나오니 시끄럽지 않고 너무 좋아요. 글고 출력이 1000W까지 되니 가열시간도 1분 안에 다 뎁혀져서 조리시간이 단축되 좋습니다.,긍정,5
디자인이 깔끔하고 예뻐서 만족스럽구요. 다만 아쉬운게 문을 열고 닫는데 뻑뻑하고 전자레인지가 점점 밀려서 움직여 불편해요.,무반응,3
가열만 사용해봤는데도 아주 잘 뎁혀지고 좋네요. 컬러를 블랙으로 선택했는데 생각한거보다 싼티가 나서 아쉬워요.,무반응,4
사이즈가 생각보다 작아서 아쉬워요. 좀 더 컸으면 좋았을 뻔했네요 디자인은 깔끔하니 마음에 듭니다.,무반응,5
디자인 깔끔하고 만족스러워요. 문 여닫는것도 편해서 사용하기 아주 좋습니다. 내부용량도 넉넉하니 마음에 들어요.,긍정,5
디자인 심플하고 깔끔해서 좋아요. 할인받아서 샀는데 가격 저렴하게 구매해서 넘 좋아요! 전자레인지 기본 기능은 아주 훌륭합니다 많이 파세요.,긍정,5
용량이 생각보다 작아서 너무 아쉬워요. 가열이랑 해동 기본 기능은 아주 잘되서 좋습니다. 디자인도 깔끔해서 너무 만족스러워요.,무반응,5
부모님댁에 선물로 드렸는데 디자인이 예쁘다고 너무 만족스러워 하세요. 그리고 사용법도 간단해서 너무 사용하기 편하다고 하시네요^^ 만족합니다.,긍정,5
디자인 심플하니 고급스러워서 너무 만족스러워요. 테스트로 햇반 돌려봤는데 금방 가열되서 너무 좋아요.,긍정,5
디자인 깔끔하니 예뻐서 마음에 듭니다. 출력도 1000W라 조리시간이 단축되서 굉장히 좋습니다. 최고예요.,긍정,5
디자인 심플하고 고급스러워서 좋아요. 그리고 컬러가 블랙이라 주방이 한결 더 고급스러워진거 같아 좋아요. 그리고 작동시 내부에 조명이 켜지면서 안의 음식이 보여 좋습니다. 출력모드가 1000W까지 조절 가능해서 조리시간 단축되는게 최대 장점이라 좋아요.,긍정,5
설명서엔 요리 프로그램 번호가 있는데 제품에서 작동시엔 설정되어있지 않아 번거로워요. 1000W라 조리시간은 단축되서 좋네요.,무반응,5
조리 종료시에 기계음이 멜로디로 나와서 너무 좋아요 시끄럽지 않아 즐겁습니다. 그리고 기본으로 1000W로 되어있어 음식이 금방 데워져서 좋아요. 다만 원하는 출력조절 가능한건 좋은데 일일히 설정을 해야해서 귀찮습니다.,무반응,5
ㅇㅇㅇ는 믿고 쓸 수 있는 가전입니다.  성능 또한  좋아 음식이 잘 데워지네요. 반 투명창 디자인 고급스럽고 멋져요~,긍정,5
부모님이 쓰고 계시는데 작동할 때 소리가 작고 조리 끝난 후 나는 소리가 좋다고 합니다. 근데 조작법이 다이얼이 아니라 좀 어렵다고 합니다.,무반응,5
블랙 너무 까만색 일까 봐 걱정했는데 블랙으로 사길 정말 잘했어요. 소리가 생각보다 커서 밤에 야식 먹을 때 사용은 어렵겠어요 ㅜ ㅜ,무반응,5
밥을 데웠는데 정말 잘 데워지고  디자인도 완전 심플하고 멋져요,긍정,5
보온기능도 있고 전절기능까지 있어 전기료까지 아낄 수 있어 완전 좋아요. 생각보다 소음은 있지만 거슬리는 정도는 아니예요,긍정,5
디자인 엣지있고 올블랙 컬러 칙칙할까봐 걱정했는데 오히려 무게감있게 고급스러워요. 시작음과 종료음 너무 이쁘네요 . 출력도 높아 음식 데워지는 속도가 빨라요.,긍정,5
23리터 사이즈 적당해 가정에서 사용하기 적합합니다.  블랙색상 멋스럽고 이쁘기까지 해요. 성능도 좋아 밥이 빨리 뜨거워 집니다.,긍정,5
받은 상품은 최근 제조된 상품이라서 좋았는데. 사용하려고 전원 코드를 꽂았는데 전원이 안 들어오는 불량이었습니다. ᅮᅮ 출장기사님이 오셔서 잘 처리해 주셔서 기분은 썩 나쁘지 않습니다,무반응,2
심플한 컬러색이 멋지고  터치버튼 조작감도 좋았습니다. 그런데 다소 레인지 내부가 작아 실망스럽습니다,무반응,4
생각 보다 크기가 작다고 생각했는데 쓰다 보니 딱 쓸만한 크기이네요. 심플한 디자인이 멋지고 성능이 좋아 호빵도 1분 만에 조리가 되어 넘넘 맛있어요.,긍정,5
용량이 커서 마음에 듭니다ㅎㅎ 아직사용전이라 성능은 아직 잘 모르겠어요ㅠ 디자인은 콤팩트하게 잘 나와 좋아요~,긍정,4
디자인이 스마트하고 예쁩니다. 기능도 스마트하게 잘 나와서 하나씩 사용해 보고 있어요. 소음도 적어 마음에 들어요,긍정,4
"최저가로 제일 저렴하게 잘 구매했어요. 요거트, 죽 만들기등등 불필요한 기능이 너무 많아요.ㅠ 강약 조절가능한건 정말 마음에 들어요. 디자인 깔끔해서 굿!!! 잘 나왔어요",긍정,5
"버튼이 고장나서 새로 구입했어요~^^ 소음도 적어 마음에 듭니다. 멜로디가 너무 기분좋아요. 그외 기능이 많네요 잘쓸께요~~~ 기사님 직접 배송. 문자안내까지.. 서비스에 품질까지 000 브랜드가 최고네요~ 디자인도 깔끔,심플 하니 마음에 듭니다. 사랑해요 000 ㅎㅎ",긍정,5
"갑지기 고장이나서 급하게  주문했는데 배송이 오래 걸렸어요. 꼼꼼히 따져보고 결정한거라 후회없어요^^  자동 절전기능도 마음에 들고, 성능이 좋아 요리하는 시간이 엄청 단축되니 더욱 만족이요~^^",긍정,5
친정 아버지 보내드렸어요. 버튼이 큼직해서 어르신들 쓰기 너무 편합니다. 상판도 강화유리로 되어 있어 청소하기도 간편해요.  가격대비 정말 저렴하니 잘 사서 기분 좋아요. 가전은 역시 000!! 강추해요!!,긍정,5
같은용량이라도 000거는 더 잘 나왔어요. 소음은 약간 있지만 그럭저럭 쓸만합니다.  조리후 멜로디가 부드럽게 나오니 좋아요. 절전기능이 있어서 자동으로 꺼지니 전기절약도 되니 만족해요,긍정,4
000라 만족해요. 가전은 000 최고 인듯요~~이사하면서 바꿨어요. 디자인이 아담하게 잘 나와 주방하고도 잘 어울리고 좋아요.,긍정,4
"가전은 역시 000입니다ㅎㅎ 여러군데 돌아보고 저렴한 가격대로 잘 구매했어요^^*  단, 처음 새 제품 냄새가 난다는거, 작동시 중간에 멈춤기능이 안되서 조금 아쉬워요~ㅠㅠ",무반응,5
가전은 000.. 이번에도 믿고 구매합니다. 디자인이 심플해서 냉장고랑 같이두니 인테리어 효과도 납니다. 만족감 최고치입니다.ㅎㅎㅎ 제품안에 설명서가 같이 들어있어 편리합니다. 다양한 요리를 해보려구요 ㅋ,긍정,5
역시 믿고 구매하는 000입니다. 타사와 비교불가!! ㅎㅎ 가격대도 적당하니 마음에 듭니다.  디자인도 예뻐서 어디에 놓아도 잘 맞고 만족합니다.,긍정,5
디자인이 모던한게 잘 나왔어요. 예뻐요~~ 인버터모드가 출력 세기가 좋아 만족합니다.,긍정,5
결혼한 친구에게 선물로 보내줬어요. 디자인이 너무 이쁘다고 사진까지 찍어보내줬어요. 덩달아 저도 기분 좋네요. 역시 000브랜드 이름값 합니다. 감사해요.,긍정,5
몇일 써보니 성능은 완전 좋아요. 인버터 방식은 그닥 좋은지 잘모르겠어요. 설명서를 좀더봐야 할듯요. ㅎㅎ 디자인 미니얼한게 예쁩니다. 색상도 깔끔한게 굿~!,긍정,5
"제품 퀄리티 최고입니다. 사이즈가 조금 작아 아쉽긴해요. ㅠ 디자인은 깔끔해서 마음에 들고, 성능도 좋아 선택 잘샀다 싶어요.^^ 고장없이 오래 썼으면 좋겠어요^^;;",긍정,5
업체기사님이 직접 방문설치해 주셨어요. 조작이 예전거와 달라 설명서 없이 쓰긴 어려워요. 이 부분은 조금 아쉬워요. 성능은 정말 좋아요! 음식을 골고루 잘 데워 줍니다.,무반응,5
어떤걸로 할까 엄청 고민했네요. 결국 000브랜드 이름을 보고 구매했어요. 가전은 믿고쓸수 있잖아요. 저렴하고 딱 적당한 가격에 잘 사서 만족합니다. 깔끔한 디자인도 정말 마음에 들어요. 용량이 조금 작아 아쉬워요 무게도 가벼운것도 아쉽네요 문을 열 때 엄청 신경쓰여요. 그 부분만 빼면 대체로 만족해요,무반응,5
"십년만에 새로 구매했어요. 우선 000라 믿을수 있어 정말 마음에 듭니다~ 타사는 알림소리가 평범한데 000은 멜로디로 알려알려주니  더 흥이 납니다. 디자인 심플하게 잘나왔서 좋고, 블랙색상이라 언제봐도 고급스러움에 마음에 듭니다. 출력 조절가능한것도 엄청 좋아요.",긍정,5
사용한 렌지중  000가 최고 인듯합니다. 삐르게 잘 조리되어 너무 좋아요. 버튼 조작도 쉽게 잘 나왔어요. 디자인도 예쁘게 잘 나와서 마음에 듭니다.  소음은 거의 못느낄 정도입니다. 진찌 마음에  들어요. 잘샀어요.,긍정,5
"000 매장보다 더 할인된 가격으로 구매해서 기분 좋아요ㅎㅎ 성능도 좋아 만족스럽고, 색상도 고급진게 너무 마음에 듭니다. 블랙이라 청소하기도 간편하고 좋아요!!",긍정,5
전자렌지 하나도 까다롷게 따져보고 구매했습니다 너무 싸지 않고 적당한 가격에 잘 사서 마음에 듭니다.  디자인도 심플해서 인테리어 효과까지 나니 더 좋아요. 블랙색상이 미러해서 깔끔하고 고급스러워요. 버튼식이 아니라 터치식인것도 색다른고 마음에 들어요. 고장없이 오래 쓸수 있을듯해서 만족이요~,긍정,4
쿠폰 써서 오프라인보다 저렴하게 구매했어요!! 굳굳 그런데 제조 일자가 작년이라 신경이 쓰이네요,무반응,4
음질이 너무 또렷하고 맑아서 귀가 호강 중^^  그런데 뽑기를 잘못했나 배터리가 너무 빨리 닳아서.. 걱정이네요 ㅠ,무반응,5
음질이나 음량은 확실히 전 모델보다 좋아요!! 그런데 케이스 소재가 기스가 많이 나는 소재네요.. 벌써 스크래치가 생겼어요ㅠ ㅠ,무반응,5
"귀에서 빼면 음악이 자동으로 멈추고, 충전상태도  뜨는게 완전 신세계!기본구성에  케이스 하나도 포함되지 않은게 서운하네요ㅜㅜ",무반응,5
이어폰 사이즈가 제 귀에는 작아서 잘 빠지네요;; ㅠㅠ 디자인은 뭉툭하고 굴곡져서 귀염귀염합니다.,무반응,4
찢어지는 고음이 아니라서 음질이 훌륭하네요 ㅎㅎ 유닛의 길이가 길지 않아서 적응이  필요해요ㅜㅜ,무반응,5
음질도 소리가 깔끔해서 좋고 노캔기능은 없지만 저 같은 경우 쓸일이 없어서 괜찮네요^^,긍정,5
여성분들이 쓰기에 이어폰 크기가 너무 커짐.. 귓구멍 아파요!! 음질은 확실히 좋아졌어요~ 또렷하고 맑아요,무반응,5
"제조 일자가 작년이라서 찝찝하긴 하지만,, 구 모델 보다 확실히 음질이 좋아져서 너무 만족♥",무반응,5
음역대별로 조화로운 음질이 맘에 들고~   아주 착 붙어 있는 착용감이 맘에 들어요:) 노이즈캔슬링 기능이 없는건 살짝 아쉽네요ㅜㅜ,무반응,5
